title,author,year,genre,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
Reggaetón Lento (Bailemos),CNCO,2016,"['boy band', 'latin pop', 'reggaeton', 'urbano latino']",0.838,0.176,93.974,0.0502,0.4,0.0,4,0.761,4,222560,-3.073,0.71,0
Otra vez (feat. J Balvin),Zion & Lennox,2016,"['reggaeton', 'urbano latino']",0.772,0.44,96.016,0.1,0.0559,0.000486,4,0.832,10,209453,-5.429,0.704,1
It Wasn't Me,Shaggy,2000,"['dance pop', 'pop rap', 'reggae fusion']",0.616,0.321,94.758,0.0747,0.045,0.0,4,0.852,0,227600,-4.728,0.685,1
Him & I (with Halsey),G-Eazy,2017,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",0.731,0.308,87.908,0.0868,0.0534,0.0,4,0.589,2,268867,-6.343,0.191,1
Échame La Culpa,Luis Fonsi,2017,"['latin pop', 'puerto rican pop']",0.892,0.137,95.989,0.0417,0.0376,0.0,4,0.733,0,173720,-3.641,0.675,1
Something in the Orange,Zach Bryan,2022,['classic oklahoma country'],0.192,0.0954,175.212,0.04,0.555,8.35e-06,3,0.369,4,228013,-12.151,0.148,0
Never Forget You,Zara Larsson,2017,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",0.732,0.269,146.005,0.0459,0.00315,9.57e-06,4,0.583,11,213428,-5.729,0.277,0
Shotgun,George Ezra,2018,"['folk-pop', 'neo-singer-songwriter']",0.735,0.242,115.744,0.0457,0.286,0.0,4,0.673,5,201287,-4.733,0.754,1
Snow (Hey Oh),Red Hot Chili Peppers,2006,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.9,0.119,104.655,0.0499,0.116,1.75e-05,4,0.427,11,334667,-3.674,0.599,1
Don't Stop The Music,Rihanna,2008,"['barbadian pop', 'pop', 'urban contemporary']",0.669,0.0535,122.669,0.0637,0.0341,7.18e-05,4,0.834,6,267080,-5.582,0.547,0
Three Little Birds,Bob Marley & The Wailers,2002,"['reggae', 'roots reggae']",0.494,0.0361,74.103,0.0699,0.00956,5.82e-06,4,0.825,9,180440,-10.486,0.627,1
Feel So Close - Radio Edit,Calvin Harris,2012,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.924,0.204,127.937,0.031,0.000972,0.00703,4,0.707,7,206413,-2.842,0.919,1
July,Noah Cyrus,2020,"['alt z', 'pop']",0.186,0.0779,72.541,0.042,0.868,0.0,4,0.708,9,156106,-8.953,0.322,0
Talk (feat. Disclosure),Khalid,2019,"['pop', 'pop r&b']",0.4,0.0599,135.984,0.127,0.0516,0.0,4,0.9,0,197573,-8.575,0.346,1
Sin Pijama,Becky G,2019,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",0.745,0.0973,94.002,0.0447,0.352,4e-05,4,0.788,11,190160,-4.417,0.79,0
Vaina Loca,Ozuna,2018,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.805,0.203,93.982,0.0752,0.315,0.0,4,0.754,6,176133,-4.249,0.555,1
In My Blood,Shawn Mendes,2018,"['canadian pop', 'pop', 'viral pop']",0.711,0.13,140.016,0.0665,0.0573,0.0,4,0.622,5,211360,-7.321,0.487,1
Rise,Jonas Blue,2018,"['pop', 'pop dance', 'tropical house', 'uk dance']",0.785,0.203,106.046,0.0333,0.327,0.0,4,0.687,1,194408,-4.65,0.655,1
River (feat. Ed Sheeran),Eminem,2017,"['detroit hip hop', 'hip hop', 'rap']",0.749,0.0713,90.09,0.516,0.142,0.0,4,0.748,8,221013,-5.916,0.659,0
House Of The Rising Sun,The Animals,1964,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock']",0.584,0.0996,117.2,0.0345,0.000385,0.218,3,0.295,9,271280,-6.696,0.228,0
Ain't No Mountain High Enough,Marvin Gaye,1967,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",0.6,0.184,129.987,0.032,0.43,0.0,4,0.663,7,151667,-10.87,0.797,1
Stairway to Heaven - Remaster,Led Zeppelin,1971,"['album rock', 'classic rock', 'hard rock', 'rock']",0.34,0.116,82.433,0.0339,0.58,0.0032,4,0.338,9,482830,-12.049,0.197,0
Wannabe,Spice Girls,1996,"['dance pop', 'girl group', 'pop']",0.864,0.162,110.009,0.0324,0.101,0.0,4,0.768,11,173027,-6.149,0.891,1
Chop Suey!,System Of A Down,2001,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.934,0.132,127.066,0.119,0.000278,0.0015,4,0.417,7,210240,-3.908,0.287,0
Numb / Encore,JAY-Z,2004,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0.793,0.582,107.045,0.166,0.0603,0.0,4,0.687,2,205733,-4.254,0.751,1
Money In The Grave (Drake ft. Rick Ross),Drake,2019,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.502,0.122,100.541,0.046,0.101,0.0,4,0.831,10,205427,-4.045,0.101,0
"break up with your girlfriend, i'm bored",Ariana Grande,2019,['pop'],0.554,0.106,170.0,0.0915,0.0421,0.0,4,0.727,5,190440,-5.29,0.335,0
Never Be the Same,Camila Cabello,2018,"['dance pop', 'pop']",0.713,0.137,129.923,0.0747,0.181,0.000637,4,0.637,0,226973,-4.333,0.243,1
Love Lies (with Normani),Khalid,2018,"['pop', 'pop r&b']",0.648,0.134,143.955,0.0449,0.0956,0.0,4,0.708,6,201707,-5.626,0.338,1
FEFE,6ix9ine,2018,['emo rap'],0.387,0.136,125.978,0.412,0.088,0.0,4,0.931,1,179405,-9.127,0.376,1
The Monster,Eminem,2013,"['detroit hip hop', 'hip hop', 'rap']",0.853,0.12,110.046,0.0714,0.0526,0.0,4,0.781,1,250189,-3.68,0.626,0
I Won't Give Up,Jason Mraz,2012,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",0.303,0.115,133.406,0.0429,0.694,0.0,3,0.483,4,240166,-10.058,0.139,1
Soltera (Remix),Lunay,2019,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",0.783,0.437,92.01,0.0432,0.361,0.0,4,0.795,5,266087,-4.271,0.799,1
X,Nicky Jam,2019,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",0.749,0.3,179.968,0.056,0.0338,0.00106,4,0.594,9,172854,-5.298,0.694,0
Mo Bamba,Sheck Wes,2018,"['pop rap', 'rap', 'trap']",0.625,0.248,146.034,0.0315,0.194,0.00986,4,0.729,4,183907,-5.266,0.261,1
Me Niego (feat. Ozuna & Wisin),Reik,2019,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']",0.782,0.64,94.023,0.0907,0.0505,0.0,4,0.777,0,221653,-4.435,0.773,0
Adan y Eva,Paulo Londra,2019,"['argentine hip hop', 'trap argentino', 'trap latino', 'urbano latino']",0.709,0.0745,171.993,0.336,0.323,0.0,4,0.767,1,256972,-4.47,0.72,1
Felices los 4,Maluma,2018,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.756,0.349,94.027,0.132,0.213,0.0,4,0.766,5,230000,-5.861,0.716,1
Lalala,Y2K,2019,"['pop rap', 'viral rap']",0.39,0.137,129.972,0.0846,0.178,0.0,4,0.843,2,160627,-7.899,0.495,1
i'm so tired...,Lauv,2020,['pop'],0.736,0.238,101.928,0.224,0.178,0.0,4,0.576,11,162587,-7.572,0.484,1
Am I Wrong,Nico & Vinz,2014,['afrobeats'],0.675,0.55,119.968,0.0312,0.175,1.58e-06,4,0.729,8,245867,-6.003,0.779,1
Caroline,Aminé,2017,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']",0.335,0.262,120.04,0.505,0.17,0.0,4,0.94,5,209640,-10.179,0.707,0
If I Can't Have You,Shawn Mendes,2019,"['canadian pop', 'pop', 'viral pop']",0.823,0.134,123.943,0.0622,0.489,0.0,4,0.691,2,191467,-4.197,0.87,1
Bad Liar,Imagine Dragons,2018,"['modern rock', 'pop', 'rock']",0.637,0.368,88.693,0.0569,0.0732,0.0,4,0.307,3,260773,-6.993,0.0805,1
Somebody To Love - Remastered 2011,Queen,1976,"['classic rock', 'glam rock', 'rock']",0.693,0.215,111.539,0.0565,0.19,0.0,3,0.497,8,296493,-7.024,0.358,1
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2019,['pop'],0.83,0.118,182.162,0.0571,0.033,0.0,4,0.61,0,193000,-4.105,0.728,1
Body Like A Back Road,Sam Hunt,2020,"['contemporary country', 'country', 'country pop', 'modern country rock']",0.458,0.148,98.977,0.0316,0.441,0.0,4,0.736,5,162547,-7.437,0.65,1
Otherside,Red Hot Chili Peppers,1999,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.795,0.0756,123.229,0.0574,0.00316,0.000202,4,0.458,0,255373,-3.265,0.513,1
Mr. Blue Sky,Electric Light Orchestra,1977,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.338,0.248,177.765,0.0329,0.652,3.73e-06,4,0.388,10,303373,-10.054,0.478,1
Supalonely (feat. Gus Dapperton),BENEE,2020,"['alt z', 'nz pop']",0.631,0.123,128.978,0.0515,0.291,0.000209,4,0.862,7,223488,-4.746,0.841,1
Poker Face,Lady Gaga,2008,"['art pop', 'dance pop', 'pop']",0.806,0.121,119.001,0.0787,0.119,1.72e-06,4,0.851,4,237200,-4.618,0.774,1
Wild Ones (feat. Sia),Flo Rida,2012,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.86,0.262,127.075,0.0554,0.0991,0.0,4,0.608,5,232947,-5.324,0.437,0
Kryptonite,3 Doors Down,2000,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",0.865,0.168,99.005,0.0286,0.00664,1.1e-05,4,0.545,11,233933,-5.708,0.543,0
UN DIA (ONE DAY),J Balvin,2021,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.695,0.174,168.124,0.0671,0.00638,0.0,4,0.58,6,232147,-8.244,0.402,0
All About That Bass,Meghan Trainor,2015,"['hip pop', 'pop']",0.887,0.124,134.052,0.0503,0.0573,2.87e-06,4,0.807,9,187920,-3.726,0.961,1
Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,2019,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",0.757,0.102,95.983,0.0564,0.283,1.56e-06,4,0.827,6,185195,-2.985,0.374,0
Lose Control,MEDUZA,2019,"['edm', 'pop dance', 'pop house', 'uk dance']",0.527,0.14,123.943,0.0415,0.129,0.0,4,0.598,10,168387,-8.659,0.53,0
Physical,Dua Lipa,2020,"['dance pop', 'pop', 'uk pop']",0.844,0.102,146.967,0.0457,0.0137,0.000658,4,0.647,0,193829,-3.756,0.746,1
Holy (feat. Chance The Rapper),Justin Bieber,2021,"['canadian pop', 'pop']",0.693,0.0909,87.017,0.35,0.2,0.0,4,0.67,6,212093,-8.34,0.388,1
RITMO (Bad Boys For Life),Black Eyed Peas,2020,"['dance pop', 'pop', 'pop rap']",0.716,0.73,105.093,0.0561,0.0295,0.000758,4,0.732,10,214855,-6.968,0.666,0
Where Is The Love?,Black Eyed Peas,2003,"['dance pop', 'pop', 'pop rap']",0.696,0.13,94.09,0.197,0.11,0.0,4,0.834,5,272533,-3.224,0.804,1
Bleeding Love,Leona Lewis,2007,"['british soul', 'dance pop', 'pop', 'talent show']",0.656,0.146,104.036,0.0357,0.188,0.0,4,0.638,5,262467,-5.886,0.225,1
Stay,Rihanna,2013,"['barbadian pop', 'pop', 'urban contemporary']",0.31,0.117,111.893,0.0283,0.945,6.12e-05,4,0.621,9,240707,-10.164,0.125,0
Grenade,Bruno Mars,2010,"['dance pop', 'pop']",0.558,0.107,110.444,0.0542,0.148,0.0,4,0.704,2,222091,-7.273,0.245,0
If I Ain't Got You,Alicia Keys,2003,"['neo soul', 'pop', 'r&b']",0.444,0.104,118.402,0.106,0.603,6.86e-06,3,0.609,7,228707,-9.129,0.166,1
No One,Alicia Keys,2007,"['neo soul', 'pop', 'r&b']",0.549,0.134,90.04,0.0285,0.0209,8.85e-06,4,0.644,1,253813,-5.415,0.167,0
What Makes You Beautiful,One Direction,2012,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.787,0.0596,124.99,0.0737,0.009,0.0,4,0.726,4,199987,-2.494,0.888,1
You're Beautiful,James Blunt,2005,['neo mellow'],0.479,0.088,81.998,0.0278,0.633,1.76e-05,4,0.675,0,209493,-9.87,0.454,0
Better Together,Jack Johnson,2005,['neo mellow'],0.347,0.11,110.059,0.0536,0.308,2e-05,4,0.868,5,207680,-9.529,0.659,1
3 Nights,Dominic Fike,2018,"['alternative pop rock', 'pov: indie']",0.518,0.104,151.891,0.0897,0.223,0.0,4,0.815,7,177667,-6.594,0.877,0
Boss Bitch,Doja Cat,2020,"['dance pop', 'pop']",0.955,0.202,125.989,0.222,0.127,0.0,4,0.707,10,134240,-4.593,0.575,0
Electric Love,BØRNS,2015,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",0.797,0.26,120.041,0.0533,0.00543,0.00137,4,0.611,6,218107,-7.627,0.518,0
Higher Love,Kygo,2020,"['edm', 'pop', 'pop dance', 'tropical house']",0.678,0.101,103.952,0.0324,0.0151,5.71e-06,4,0.693,8,228267,-7.159,0.404,1
Fireflies,Owl City,2009,"['indietronica', 'pop']",0.662,0.118,180.114,0.0439,0.0275,0.0,4,0.512,3,228347,-6.797,0.472,1
Come & Go (with Marshmello),Juice WRLD,2020,"['chicago rap', 'melodic rap', 'rap']",0.814,0.158,144.991,0.0657,0.0172,0.0,4,0.625,0,205485,-5.181,0.535,1
Jackie Chan,Tiësto,2020,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",0.833,0.0586,128.008,0.045,0.374,0.0,4,0.747,3,215760,-2.867,0.687,0
Rewrite The Stars,Zac Efron,2017,"['hollywood', 'movie tunes', 'post-teen pop']",0.619,0.122,125.046,0.0386,0.0716,0.0,4,0.684,10,217440,-7.005,0.284,1
Dior,Pop Smoke,2019,"['brooklyn drill', 'hip hop', 'rap']",0.805,0.408,142.096,0.351,0.212,0.000405,4,0.548,7,216387,-5.732,0.649,1
WHATS POPPIN,Jack Harlow,2020,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",0.604,0.272,145.062,0.245,0.017,0.0,4,0.923,11,139741,-6.671,0.826,0
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019,"['pop', 'singer-songwriter pop', 'uk pop']",0.621,0.0865,97.989,0.0825,0.148,0.0,4,0.857,9,204467,-6.376,0.668,0
ily (i love you baby) (feat. Emilee),Surf Mesa,2019,['pop edm'],0.774,0.393,112.05,0.0892,0.0686,0.00188,4,0.674,11,176547,-7.567,0.33,0
Basket Case,Green Day,1994,"['modern rock', 'permanent wave', 'punk', 'rock']",0.943,0.091,85.064,0.0602,0.00293,8.71e-06,4,0.442,3,181533,-3.205,0.781,1
With Or Without You,U2,1987,"['irish rock', 'permanent wave', 'rock']",0.429,0.141,110.171,0.0285,0.000202,0.355,4,0.54,2,295516,-11.822,0.113,1
Get You (feat. Kali Uchis),Daniel Caesar,2017,['canadian contemporary r&b'],0.294,0.0749,74.038,0.0321,0.422,5.2e-05,4,0.658,4,278180,-8.533,0.358,0
Say My Name,Destiny's Child,1999,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",0.678,0.149,138.009,0.102,0.273,0.0,4,0.713,5,271333,-3.525,0.734,0
WITHOUT YOU,The Kid LAROI,2020,['australian hip hop'],0.413,0.134,93.005,0.0299,0.213,0.0,4,0.662,0,161385,-7.357,0.467,1
Brown Eyed Girl,Van Morrison,1967,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.583,0.406,150.566,0.0376,0.185,0.0,4,0.491,7,183307,-10.964,0.908,1
Give Me Everything (feat. Nayer),Pitbull,2011,"['dance pop', 'miami hip hop', 'pop']",0.939,0.298,129.024,0.161,0.191,0.0,4,0.671,8,252307,-3.206,0.53,1
No Guidance (feat. Drake),Chris Brown,2019,"['r&b', 'rap']",0.454,0.155,92.928,0.153,0.123,0.0,4,0.696,1,260640,-6.756,0.136,0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,2021,"['house', 'pop dance', 'uk dance']",0.862,0.303,122.98,0.126,0.0076,0.000132,4,0.824,2,169153,-3.424,0.801,1
EARFQUAKE,"Tyler, The Creator",2019,"['hip hop', 'rap']",0.498,0.795,79.635,0.0685,0.23,5.98e-06,4,0.554,9,190067,-8.866,0.413,1
November Rain,Guns N' Roses,1991,"['glam metal', 'hard rock', 'rock']",0.64,0.112,79.79,0.0291,0.016,0.22,4,0.294,11,536067,-9.316,0.226,1
Paradise City,Guns N' Roses,1987,"['glam metal', 'hard rock', 'rock']",0.98,0.182,100.316,0.101,0.019,0.00692,4,0.268,11,405600,-5.959,0.39,1
Nevermind,Dennis Lloyd,2017,['israeli pop'],0.688,0.409,99.977,0.201,0.159,1.29e-05,4,0.6,5,156600,-8.339,0.0793,0
Use Somebody,Kings of Leon,2008,"['modern rock', 'rock']",0.715,0.201,137.028,0.0432,0.00552,0.000417,4,0.276,0,230760,-5.356,0.173,1
Not Afraid,Eminem,2010,"['detroit hip hop', 'hip hop', 'rap']",0.954,0.205,114.635,0.264,0.529,0.0,5,0.855,0,248133,-1.19,0.668,0
Low (feat. T-Pain),Flo Rida,2008,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.609,0.139,128.008,0.0791,0.0928,0.0,4,0.918,10,231400,-5.64,0.304,0
I WANNA BE YOUR SLAVE,Måneskin,2021,"['indie rock italiano', 'italian pop']",0.608,0.178,132.507,0.0387,0.00165,0.0,4,0.75,1,173347,-4.008,0.958,1
SexyBack (feat. Timbaland),Justin Timberlake,2006,"['dance pop', 'pop']",0.583,0.0519,117.0,0.0789,0.0584,0.0,4,0.967,7,242733,-5.562,0.964,0
Everywhere - 2017 Remaster,Fleetwood Mac,1987,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",0.487,0.0852,114.965,0.0303,0.258,0.01,4,0.73,4,226653,-10.991,0.731,1
How You Remind Me,Nickelback,2001,"['alternative metal', 'canadian rock', 'post-grunge']",0.764,0.099,172.094,0.033,0.00135,0.0,4,0.446,10,223840,-5.042,0.543,1
Walking On A Dream,Empire Of The Sun,2008,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",0.701,0.0589,126.975,0.0458,0.257,7.52e-06,4,0.871,5,198440,-5.594,0.716,0
Airplanes (feat. Hayley Williams of Paramore),B.o.B,2010,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",0.867,0.0368,93.033,0.116,0.11,0.0,4,0.66,6,180480,-4.285,0.377,0
Fast Car,Tracy Chapman,1988,"['folk', 'lilith', 'singer-songwriter', ""women's music""]",0.292,0.131,103.951,0.037,0.313,0.0,4,0.711,4,296800,-15.523,0.194,0
Streets,Doja Cat,2019,"['dance pop', 'pop']",0.463,0.338,90.035,0.0842,0.21,0.0382,4,0.749,11,226987,-8.433,0.189,1
Best Day Of My Life,American Authors,2014,"['modern rock', 'pop rock']",0.902,0.0558,100.012,0.0346,0.0591,0.000227,4,0.673,2,194240,-2.392,0.536,1
Don't You (Forget About Me),Simple Minds,1985,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock']",0.816,0.0608,111.346,0.0299,0.168,0.0181,4,0.66,2,263040,-6.61,0.678,1
The Middle,Jimmy Eat World,2001,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",0.849,0.058,162.152,0.0526,0.0371,0.0,4,0.643,2,165853,-5.428,0.903,1
505,Arctic Monkeys,2007,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.852,0.0733,140.267,0.0543,0.00237,5.79e-05,4,0.52,0,253587,-5.866,0.234,1
Complicated,Avril Lavigne,2002,"['canadian pop', 'candy pop', 'dance pop', 'pop']",0.776,0.3,77.987,0.0459,0.0572,7.74e-06,4,0.585,5,244507,-5.898,0.427,1
More Than a Feeling,Boston,1976,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0.681,0.0504,108.789,0.0298,0.00088,0.0023,4,0.377,7,285133,-8.039,0.285,1
Stan,Eminem,2000,"['detroit hip hop', 'hip hop', 'rap']",0.768,0.518,80.063,0.238,0.0371,2.34e-06,4,0.78,6,404107,-4.325,0.507,0
the remedy for a broken heart (why am I so in love),XXXTENTACION,2018,"['emo rap', 'miami hip hop', 'rap']",0.304,0.137,119.705,0.0993,0.779,0.000993,4,0.699,1,160184,-11.192,0.271,1
"Sugar, We're Goin Down",Fall Out Boy,2005,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",0.842,0.122,162.011,0.0843,0.00579,0.0,4,0.494,7,229093,-4.784,0.574,1
Super Bass,Nicki Minaj,2010,"['hip pop', 'pop', 'queens hip hop', 'rap']",0.86,0.598,126.979,0.203,0.271,4.56e-06,4,0.723,11,200013,-4.357,0.667,1
Never Gonna Give You Up,Rick Astley,1987,"['new romantic', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",0.939,0.108,113.309,0.0376,0.115,3.79e-05,4,0.721,8,213573,-11.823,0.914,1
I Was Made For Lovin' You,KISS,1979,"['glam rock', 'hard rock', 'rock']",0.852,0.0723,128.373,0.038,0.214,7.36e-05,4,0.768,4,271240,-6.215,0.867,1
Careless Whisper,George Michael,1998,"['new wave pop', 'soft rock']",0.628,0.271,153.119,0.036,0.13,0.0,4,0.574,2,300107,-8.815,0.803,0
SUBEME LA RADIO,Enrique Iglesias,2021,"['dance pop', 'latin pop', 'mexican pop']",0.808,0.241,91.012,0.0572,0.0721,0.0,4,0.689,0,207680,-3.28,0.674,1
Last Friday Night (T.G.I.F.),Katy Perry,2010,['pop'],0.81,0.667,126.022,0.0406,0.00129,2.91e-05,4,0.652,3,230733,-3.789,0.732,0
You Shook Me All Night Long,AC/DC,1980,"['australian rock', 'hard rock', 'rock']",0.767,0.39,127.361,0.0574,0.00287,0.000513,4,0.532,7,210173,-5.509,0.755,1
How You Like That,BLACKPINK,2020,"['k-pop', 'k-pop girl group', 'pop']",0.761,0.0601,130.032,0.0812,0.0465,0.000135,4,0.812,11,182956,-5.222,0.344,1
Remember the Name (feat. Styles of Beyond),Fort Minor,2005,['rap rock'],0.835,0.0795,84.858,0.0911,0.0583,2.87e-06,4,0.688,8,230493,-4.162,0.88,1
R U Mine?,Arctic Monkeys,2013,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.758,0.303,97.094,0.0371,0.00616,0.0,4,0.288,6,201726,-5.692,0.619,0
Fluorescent Adolescent,Arctic Monkeys,2007,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.813,0.144,112.115,0.0288,0.00178,2.26e-05,4,0.646,6,173493,-5.29,0.821,0
Total Eclipse of the Heart,Bonnie Tyler,2009,"['europop', 'new wave pop', 'soft rock']",0.723,0.374,130.141,0.0568,0.145,0.0,4,0.431,8,267360,-5.887,0.19,1
American Pie,Don McLean,1971,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.482,0.0842,138.453,0.0599,0.7,0.0,4,0.529,4,516893,-11.709,0.492,0
Dog Days Are Over,Florence + The Machine,2009,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",0.81,0.117,149.954,0.0847,0.0416,0.00379,4,0.492,7,251840,-5.315,0.245,1
Starships,Nicki Minaj,2011,"['hip pop', 'pop', 'queens hip hop', 'rap']",0.716,0.251,125.006,0.0751,0.135,0.0,4,0.747,11,210627,-2.457,0.751,0
I Write Sins Not Tragedies,Panic! At The Disco,2005,['pop'],0.83,0.114,170.094,0.14,0.0807,0.0,4,0.569,9,186635,-4.106,0.609,0
Mistletoe,Justin Bieber,2011,"['canadian pop', 'pop']",0.56,0.0794,161.993,0.0467,0.498,0.0,4,0.658,6,182947,-9.049,0.854,0
Moscow Mule,Bad Bunny,2022,"['reggaeton', 'trap latino', 'urbano latino']",0.674,0.115,99.968,0.0333,0.294,1.18e-06,4,0.804,5,245940,-5.453,0.292,0
"You're Gonna Go Far, Kid",The Offspring,2008,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",0.917,0.197,126.115,0.0638,0.00428,0.0,4,0.55,0,177827,-3.159,0.601,1
Habits (Stay High),Tove Lo,2014,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",0.65,0.0829,110.02,0.0313,0.0702,6.69e-05,4,0.729,5,209160,-3.539,0.347,1
I'm Still Standing,Elton John,1983,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.904,0.14,176.811,0.179,0.355,0.118,4,0.505,6,183440,-6.863,0.773,1
Your Song,Elton John,1970,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.315,0.101,128.187,0.0299,0.828,5.52e-06,4,0.552,3,241787,-11.028,0.324,1
Tiny Dancer,Elton John,1971,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.428,0.148,145.075,0.0278,0.382,0.000243,4,0.414,0,377093,-11.097,0.282,1
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1979,"['europop', 'swedish pop']",0.491,0.159,119.528,0.0403,0.02,0.00899,4,0.749,10,292613,-9.655,0.536,1
California Dreamin' - Single Version,The Mamas & The Papas,1966,"['classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",0.608,0.0533,112.367,0.0345,0.352,0.0,4,0.552,1,162373,-9.786,0.637,0
Song 2 - 2012 Remaster,Blur,1997,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.789,0.0753,129.802,0.0676,0.00178,0.00708,4,0.674,8,121160,-6.903,0.918,1
Electric Feel,MGMT,2007,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",0.803,0.348,103.04,0.0351,0.0709,0.285,3,0.763,1,229640,-3.713,0.561,1
I Want You Back,The Jackson 5,1969,"['motown', 'soul']",0.538,0.37,196.606,0.0575,0.305,0.000114,4,0.469,8,176333,-13.559,0.885,1
Ain't No Sunshine,Bill Withers,1971,"['classic soul', 'funk', 'quiet storm', 'soul']",0.415,0.117,78.169,0.122,0.457,1.72e-05,4,0.527,4,125093,-11.451,0.515,0
How Deep Is Your Love,Bee Gees,2020,"['disco', 'mellow gold', 'soft rock']",0.5,0.184,104.996,0.0255,0.076,9.86e-05,4,0.594,5,241093,-5.586,0.537,0
I Like You (A Happier Song) (with Doja Cat),Post Malone,2022,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.67,0.121,100.964,0.0751,0.121,0.0,4,0.733,5,192841,-6.009,0.472,1
Bam Bam (feat. Ed Sheeran),Camila Cabello,2022,"['dance pop', 'pop']",0.697,0.333,94.996,0.0401,0.182,0.0,4,0.756,8,206071,-6.377,0.956,1
"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,2023,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",0.745,0.118,122.06,0.0399,0.281,2.61e-05,4,0.842,2,214945,-4.231,0.53,0
